,text
300, thank you senator klobuchar for being such an educated voice so nice to listen to someone who under… 
301,ingrahamangle mayor pete and klobuchar were paraded around as moderates moderates no way buhbye
302, hold up i'm speaking just about the pete and klobuchar drop outsthere… 
303,"so far on the democratic nominations 
 super tuesday saw biden soaring and sanders chasing him
warrens poll numbe… "
304,so many women out there who got there on their own power: warren klobuchar aoc pramila jayapal up in seattle… 
305, well i've had both warren and biden supporters call me names question my intelligen… 
306,my husband still doesn’t know how to pronounce klobuchar tonight it was cluebaker
307,"brags to me that he's shook bernie sanders' hand 

which i believe 

also claims to have written kloburotica (klo… "
308,_ricej vice president klobuchar sounds perfect it would get me passionate about… 
309,it’s concerning that warren and her highly educated supporters haven’t done the same math as buttigieg and klobucha… 
310,"democratic megadonor bernard schwartz told chuck schumer to pick a candidate harper's magazine 

 via "
311,sure klobuchar endorsing biden was given but pete was not if bernie had reached out & made that on human con… 
312, yeah his field game was bad outside the beltway his door to door ops and signs around were not visibl… 
313, bernie sanders did that to amy klobuchar too 😡
314,a great piece from i’m super emotional it has been a long slog & i’m just so sad about what could… 
315,biden wins south carolina & buttigieg and klobuchar drop out | the daily via 
316, best part is she has no leverage klobuchar undermined her with biden and why would sanders do anythi… 
317,this but replace the kids with beto klobuchar and mayor pete 
318,@_cryptocurator bro thats exactly what i was saying in my chat earlier… 
319,anybody go from buttigieg to steyer to klobuchar to bloomburg
320, no i mean i really like her as a person i would like to vote for her but the only thing holding me… 
321, you don’t find it the least bit strange or suspicious that steyer buttigieg and klobuchar all d… 
322, wtf is earned media oh yeah the billionaires that paid for all that courtesy of that rat buttcakes… 
323,the surreal year where only the last hours seem to matter in politics 
324, is it not also possible that the consolidation of more coherent moderates l… 
325,"ant man andrew yang
hawkeye tom steyer
scarlett witch amy klobuchar
gamora kamala harris
nebula tulsi gab… "
326,klobuchar on msnbc lawrence o'donnell
327, i hope he picks a good running mate she may have to take over at some point amy klobuchar would be my suggestion
328,i used to think klobuchar as vp and kamala harris as ag made most sense but now i’m thinking why not flip that a… 
329, i like abrams and klobuchar but my dream ticket would be biden/winfrey
330, i have a lot of respect for sen klobuchar
331,_bear you are basing this on the assumption that bloomberg’s buttigieg’s… 
332,"

aha

but also

this last paragraph is literally not true what the fuck why is this colora… "
333, and yet you considered klobuchar
334,klobuchar won big stone county with votes biden came in nd with votes all very interesting… 
335, klobuchar & buttigieg spent million campaigning for super tuesday and at the last minute just before… 
336, ffs she did what the others couldn’t or wouldn’t do and we’re all better off for it it appears that… 
337, and extremely important point one never knows if one’s candi… 
338, i'm not saying the dnc had anything to do with decisions make by klobuchar and buttigeig to drop out a… 
339, elizabeth warren or amy klobuchar we desperately need a female
340,i used to think klobuchar was the perfect veep for biden mostly due to her ability to deliver midwestern voters w… 
341, more likely klobuchar will be vp candidate
342, it doesn’t really surprise me since we’ve already determined you don’t under… 
343,ah but you see klobuchar once reimbursed her husband for some expenses 
344, my god you’d have to be blind not to see what happened the day before the… 
345, mass has a gop governor so warren must remain in the senate because we need a dem senate i’m pulli… 
346, hmm mayor pete and klobuchar drop out and endorse biden wha… 
347, did you ask if he felt this way about klobuchar or harris
